user_id,prolific_id_email,age,gender,first_lang,other_langs,login_time,question_number,source_language,target_language,source_text,source_text_to_be_translated,correct_translation,wrong_mcq_translation,user_free_translation,user_free_translation_time_taken,user_mcq_translation,user_mcq_translation_time_taken,clean_response,is_correct
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,25,CS,RU,Ale asi spíš v tom lepším: na bezpráví a násilí jsem citlivější.,asi spíš,все же,asi spíš,спишь,21,еще спишь,4,спишь,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,16,BG,RU,И между другото въпросният „един час време отдавна беше минал.,между другото,между прочим,между другим,,19,между прочим,4,,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,11,BG,RU,"Парагвай, преди наричан „гигантската провинция на Индия“, е роден през 16-ти век в резултат на срещата на испанските завоеватели с местните групи.",в резултат,в результате,в выводе,как результат,9,в результате,5,как результат,1
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,30,PL,RU,Jej NIC PODOBNEGO przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,nic podobnego,ничего подобного,nic podobnego,ничего подобного,25,ничего подобного,4,ничего подобного,1
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,8,PL,RU,"Pomiędzy nią a resztą pracowników nastąpiła krótka przerwa w czasie, wynikła z tego, że wszyscy najpierw podążyli w kierunku źródła hałasu.",z tego że,оттого что,из того же,с того же,10,из того же,4,с того же,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,12,BG,RU,"Няма вече такива девойки на света, помисли си той.",на света,на свете,на мире,в мире,9,на мире,2,в мире,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,26,CS,RU,Ovšem jednu z nejdivnějších – a navíc patřičně zpolitizovanou.,a navíc,еще и,и на вид,а на вид,22,и на вид,6,а на вид,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,31,PL,RU,"Gdybyś nie palił… CO TAM, i tak wystarczy tylko na kartofle i chleb.",co tam,да ладно,co tam,что там,16,что там,4,что там,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,13,UK,RU,"Хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).",хіба що,разве что,ошибка что,разве что,14,разве что,7,разве что,1
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,17,BG,RU,"Всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.",може да се каже,можно сказать,может себе сказать,поэтому,36,можно сказать,3,поэтому,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,27,CS,RU,"A cos ty myslil? Prášek, či co?",či co,что ли,или что,что это,10,что ли,7,что это,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,32,PL,RU,"Za to zająć się czasami którąś z dziewcząt ze służby, lecz NIE INACZEJ JAK w poufnym porozumieniu z Marfą Pietrowna.",nie inaczej jak,не иначе как,nie inaczej jak,не иначе как,16,не иначе как,4,не иначе как,1
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,18,BG,RU,"В същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.",в същност,в сущности,в същност,в сущности,8,в сущности,3,в сущности,1
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,9,PL,RU,ALE PRZECIEŻ on tu diabli wiedzą jak narozrabia!,ale przecież,да ведь,ale przecież,но конечно,32,да ведь,9,но конечно,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,14,UK,RU,"У результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.",в тому числі,в том числе,в тому числі,в том числе,13,в том числе,6,в том числе,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,28,CS,RU,"Nejen že nemohl vstát, ale připadalo mu, že nesmí ani otevřít oči.",nejen že,не то что,не только же,нежный,19,не то что,7,нежный,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,33,PL,RU,"Ale Baśka moja NIELEDWIE w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.",nieledwie,почти что,лишь не,,20,почти что,7,,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,19,BG,RU,Както е известно светът не е останал без добри хора.,както е известно,как известно,както е известно,безусловно,29,как известно,3,безусловно,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,15,UK,RU,"Будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. Ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.",як тільки,как только,як тільки,,7,как только,18,,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,1,PL,RU,"Odróżnia nas... tak..., więc jednak",więc jednak,все же,więc jednak,в общем,21,все же,6,в общем,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,29,CS,RU,Některé sceny přečetli jsme několikrát za sebou; celý román jsme přečetli skoro dvakrát po sobě a po druhé líbil se nám skoro ještě víc než po prvé.,skoro ještě,едва ли не,skoro ještě,скоро есть,19,едва ли не,7,скоро есть,0
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,5,PL,RU,To było nieomalże ostatnie nasze zwycięstwo.,nieomalże,едва ли не,nieomalże,нельзя,10,едва ли не,3,нельзя,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,10,PL,RU,"I GDYBY CHOCIAŻ los zesłał mu skruchę, gorącą skruchę, która łamie serce, spędza sen z powiek, taką skruchę, której straszliwe męczarnie nasuwają myśl o pętli i topieli!",gdyby chociaż,хотя бы,gdyby chociaż,где бы,33,где бы,4,где бы,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,16,UK,RU,"Виросте й стане ледацюгою, сутяжником, а то й бандюгою.",а то й,а то и,а то й,а то й,8,а то и,2,а то й,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,2,PL,RU,Odkrycie Harvey'a ma obok praktycznego także i filozoficzne znaczenie.,także i,еще и,также и,также и,10,также и,2,также и,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,17,UK,RU,"Після того як опір групи Бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.",після того як,после того как,после того кто,после того как,7,после того как,6,после того как,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,30,CS,RU,Nic takového zjevně není v plánu.,nic takového,ничего подобного,nic takového,как таковых,17,ничего такого,7,как таковых,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,3,PL,RU,"Pozwoliłem. Bo co on, zniewolony czy jak? Pogadaliśmy.",czy jak,что ли,czy jak,Или как?,11,что ли,13,или как?,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,18,UK,RU,"Хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.",чим більше,чем больше,чего больше,чем больше,11,чем больше,5,чем больше,1
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,21,BG,RU,"С една дума, всички бяха затънали в работа до гуша…",с една дума,одним словом,с една дума,,9,одним словом,5,,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,11,PL,RU,Ani TYM BARDZIEJ na trzymających stronę Albrechta katolików.,tym bardziej,тем более,тем больше,,33,тем больше,8,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,34,PL,RU,"Jeden z praskich mentorów Reynevana usiłował dowodzić odnośnie lotów czarodziejskich, a TO MIANOWICIE, że są one poddane kontroli mentalnej wysmarowanej maścią lotną czarownicy lub czarownika.",to mianowicie,именно что,to mianowicie,это прошло,53,именно что,7,это прошло,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,4,PL,RU,"Sami własny klasztor niszczą, w dodatku z ochotą.",w dodatku,к тому же,w dodatku,Ко всему,11,к тому же,2,ко всему,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,19,UK,RU,"Тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).",хоча і,хотя и,хочет и,хотя и,7,хотя и,4,хотя и,1
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,22,BG,RU,"Дето се вика, останаха с пръст и устата!",дето се вика,что называется,дето се вика,,9,что называется,5,,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,12,PL,RU,"ZANIM się połapią, że to była rozgrywka.",zanim,прежде чем,zanim,за ним,9,за ним,5,за ним,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,31,CS,RU,"Do prčic, jaká loterie?",do prčic,да ладно,до причем,,24,да ладно,5,,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,5,PL,RU,To było nieomalże ostatnie nasze zwycięstwo.,nieomalże,едва ли не,необработанные,почти,16,едва ли не,3,почти,1
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,35,PL,RU,"A zasię! To była, podobna, pierwsza kokota w Warszawie!",a zasię,как бы не так,но же,за этим,11,как бы не так,10,за этим,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,20,UK,RU,"Дімка прокинувся від того, що хтось його шарпав і кричав.",від того що,оттого что,від того що,от того что,21,оттого что,3,от того что,1
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,1,PL,RU,"Odróżnia nas... tak..., więc jednak",więc jednak,все же,więc jednak,это так,19,ведь однако,7,это так,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,23,BG,RU,"Момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.",съдейки по всичко,судя по всему,съдейки по всичко,,19,судя по всему,3,,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,21,UK,RU,"Але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.",але ж,да ведь,но же,,3,да ведь,4,,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,13,BG,RU,Според слухове граничните ни земи с Баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,според слухове,по слухам,според слухове,сначала слуховое,22,согласно слухам,5,сначала слуховое,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,6,PL,RU,Jej NIC PODOBNEGO przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,nic podobnego,ничего подобного,нет подобного,ничего подобного,14,ничего подобного,3,ничего подобного,1
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,2,PL,RU,Odkrycie Harvey'a ma obok praktycznego także i filozoficzne znaczenie.,także i,еще и,также и,также и,10,также и,4,также и,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,22,UK,RU,"Злочин визнається вчиненим на території України, якщо його виконавець або хоча б один із співучасників діяв на території України.",хоча б,хотя бы,хоча б,хотя бы,10,хотя бы,3,хотя бы,1
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,7,PL,RU,"Gdybyś nie palił… CO TAM, i tak wystarczy tylko na kartofle i chleb.",co tam,да ладно,что там,то-что там,10,что там,3,то-что там,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,32,CS,RU,Není to nic jiného než klamavá reklama.,nic jiného než,не иначе как,ничего иного нет,,33,ничего иного нет,6,,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,24,BG,RU,"Пишете, за Бога, пишете, ще чакам!",за бога,ради Бога,за бога,за его,17,ради Бога,4,за его,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,36,PL,RU,"Ha! orłowe gniazdo, ale nie wiadomo, czy się orzeł w nim znajdzie, jako był Wiśniowiecki, CZY JENO wrona?.",czy jeno,всего-навсего,что один,или другой,26,что один,7,или другой,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,14,BG,RU,По такъв начин този проблем с военните превози е решен.,по такъв начин,таким образом,по такому способу,итак в начале,11,таким образом,6,итак в начале,0
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,3,PL,RU,"Pozwoliłem. Bo co on, zniewolony czy jak? Pogadaliśmy.",czy jak,что ли,что как,такие как,10,что как,5,такие как,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,25,CS,RU,Ale asi spíš v tom lepším: na bezpráví a násilí jsem citlivější.,asi spíš,все же,еще спишь,,9,все же,3,,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,23,UK,RU,"Цікаво послухати, а тим більше дати і свою «безцінну» пораду СЗР.",тим більше,тем более,тим більше,тем более,8,тем более,10,тем более,1
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,37,BE,RU,Не раз відаць яны пра гэта гаварылі…,не раз,не раз,не однажды,не раз,11,не раз,4,не раз,1
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,15,BG,RU,Във всеки случай сега съм сам и изоставен.,във всеки случай,во всяком случае,во всякий случай,на всякий случай,8,во всяком случае,6,на всякий случай,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,24,UK,RU,"Однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.",перш ніж,прежде чем,прежде нежели,,3,,2,,0
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,4,PL,RU,"Sami własny klasztor niszczą, w dodatku z ochotą.",w dodatku,к тому же,в дополнении,добавляя,14,в дополнении,3,добавляя,1
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,26,CS,RU,Ovšem jednu z nejdivnějších – a navíc patřičně zpolitizovanou.,a navíc,еще и,a navíc,наконец,9,еще и,4,наконец,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,8,PL,RU,"Za to zająć się czasami którąś z dziewcząt ze służby, lecz NIE INACZEJ JAK w poufnym porozumieniu z Marfą Pietrowna.",nie inaczej jak,не иначе как,nie inaczej jak,никак иначе,18,не иначе как,13,никак иначе,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,38,BE,RU,"І колькі б я не зарабляў, хоць мільён, хоць сто мільёнаў, табе ўсе роўна будзе мала.",ўсе роўна,все равно,все равное,всё равно,14,все равное,3,все равно,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,33,CS,RU,"Stál kousek od mostu, co dělí Tajland od Kambodže.",kousek od,почти что,kousek od,отсекает от,32,кусок от,7,отсекает от,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,16,BG,RU,И между другото въпросният „един час време отдавна беше минал.,между другото,между прочим,между другото,между другого,19,между прочим,4,между другого,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,27,CS,RU,"A cos ty myslil? Prášek, či co?",či co,что ли,či co,еще,15,что ли,4,еще,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,25,PL,RU,"Jeden z krzyżaków, NIE BACZĄC NA rozkaz brania żywcem, zamierzył się do pchnięcia w gardło.",nie bacząc na,несмотря на,не заботясь о,невзирая на,17,не заботясь о,9,невзирая на,1
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,9,PL,RU,"Ale Baśka moja NIELEDWIE w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.",nieledwie,почти что,лишь не,почти,17,почти что,3,почти,1
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,6,PL,RU,Jej NIC PODOBNEGO przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,nic podobnego,ничего подобного,nic podobnego,ничего подобного,10,ничего подобного,3,ничего подобного,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,26,PL,RU,"Tę świątynię na szczycie wzgórza wzniesiono W KOŃCU IX wieku, za czasów panowania króla Yasovarmana.",w końcu,в конце,w końcu,,2,,2,,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,39,BE,RU,"Старшыня беларускага фонду культуры Уладзімір Гілеп прэзентаваў у Ялце новае арыгінальнае выданне твораў Максіма Багдановіча, толькі што выпушчанае ў свет фондам культуры.",толькі што,только что,толькі што,только-что,18,только что,3,только-что,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,34,CS,RU,"Přesně tak, to je výborná rada. ",přesně tak,именно что,пресно так,истинно так,14,именно что,4,истинно так,0
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,7,PL,RU,"Gdybyś nie palił… CO TAM, i tak wystarczy tylko na kartofle i chleb.",co tam,да ладно,что там,что там,7,что там,3,что там,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,17,BG,RU,"Всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.",може да се каже,можно сказать,может себе сказать,может да скажет,19,можно сказать,4,может да скажет,0
f03c560b-189d-47e6-8535-206a02e49ae7,5d351eb3ca8f5b0001834ca0,31,female,RU,RU,2024-02-05 17:11:53.776957+00:00,28,CS,RU,"Nejen že nemohl vstát, ale připadalo mu, že nesmí ani otevřít oči.",nejen že,не то что,nejen že,,16,не то что,4,,0
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,27,PL,RU,"Wiosna idzie, pomyślał sobie Reynevan, idąc U BOKU Szarleja rozmokłą miedzą.",u boku,рядом с,u boku,Ты я,8,у бока,7,ты я,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,40,BE,RU,"— У Свярдлоўску сыйшла, — сказаў я першае, што прыйшло ў галаву, і тут жа падумаў: “А, можа, і праўда: у Свярдлоўску сыйшла?..",тут жа,тут же,тут как,тут же,9,тут же,4,тут же,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,28,PL,RU,"Nieboskłon ściemniał AŻ DO głębokiego mroku zimnego kosmosu, weszli na orbitę Ziemi.",aż do,вплоть до,aż do,,3,аж до,4,,0
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,8,PL,RU,"Za to zająć się czasami którąś z dziewcząt ze służby, lecz NIE INACZEJ JAK w poufnym porozumieniu z Marfą Pietrowna.",nie inaczej jak,не иначе как,как по-иному,не иначе как,11,не иначе как,3,не иначе как,1
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,10,PL,RU,"Jeden z praskich mentorów Reynevana usiłował dowodzić odnośnie lotów czarodziejskich, a TO MIANOWICIE, że są one poddane kontroli mentalnej wysmarowanej maścią lotną czarownicy lub czarownika.",to mianowicie,именно что,то именно,тоесть почти,19,то именно,5,тоесть почти,0
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,18,BG,RU,"В същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.",в същност,в сущности,в същност,в сущности,9,в сущности,3,в сущности,1
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,35,CS,RU,Jak by ne! A oni měli určitě víc možností se bránit!,jak by ne,как бы не так,как будто нет,как бы  не,10,как бы не так,14,как бы  не,0
5b1facb6-dd9a-4654-996d-8adbb1aadc79,614f11b6fe832a304632a860,55,female,RU,UK,2024-02-05 17:07:11.975698+00:00,41,BE,RU,Да гэтай пары яны мне любоўна кажуць: “Якое гладкае ў цябе і мускулістае цела…”,да гэтай пары,до сих пор,да гэтай пары,до этой поры,10,до этой поры,4,до этой поры,1
ce9db41d-60cd-4988-b467-b240ea9523d6,653e80c17840d9676c182274,48,female,RU,RU,2024-02-05 17:16:20.742577+00:00,19,BG,RU,Както е известно светът не е останал без добри хора.,както е известно,как известно,както е известно,как об этом известно,10,как это известно,4,как об этом известно,1
9f613ce2-9b4e-4be1-9eba-0f2bd2904b1c,65457232ff73a396e05d886c,28,male,RU,RU,2024-02-05 17:14:58.100366+00:00,29,PL,RU,"Ponieważ strome stoki są w stanie utrzymać jedynie ograniczoną ilość śniegu, jego nadmiar będzie staczał się W POSTACI lawiny.",w postaci,в виде,в облике,как,13,в виде,5,как,1
f41fa248-3dfd-4971-92f9-d01dfd832d19,610c5c543e8d561d4c89bfd0,25,female,RU,RU,2024-02-05 17:22:01.604173+00:00,9,PL,RU,"Ale Baśka moja NIELEDWIE w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.",nieledwie,почти что,лишь не,нашедшие,22,почти что,6,нашедшие,0
22228a14-8789-44b4-b507-433562649bd3,644e58ed5f29bfdfccac53b9,39,male,RU,UK,2024-02-05 17:20:45.513452+00:00,11,PL,RU,"A zasię! To była, podobna, pierwsza kokota w Warszawie!",a zasię,как бы не так,a zasię,А щас,23,но же,4,а щас,0
82d2b56f-b978-4cec-8731-912d70282d44,608c90af2b9dc5f9f35bb583,41,female,RU,RU,2024-02-05 17:06:06.420164+00:00,36,CS,RU,Mám všeho všudy šestatřicet krejcarů.,všeho všudy,всего-навсего,všeho všudy,всего всюду,15,всего-навсего,6,всего всюду,0
