source_text_to_be_translated,language,correct_percentage_mcq,correct_percentage_free,average_time_free,average_time_mcq,was_literal,was_fixed,pwld_literal,pwld_fixed,RU,model_gpt_small_avg_surprisal_phrase_ru,model_gpt_small_avg_surprisal_literal,model_gpt_small_avg_surprisal_phrase_l2,model_bert_small_avg_surprisal_phrase_ru,model_bert_small_avg_surprisal_literal,model_bert_small_avg_surprisal_phrase_l2,model_gpt_large_avg_surprisal_phrase_ru,model_gpt_large_avg_surprisal_literal,model_gpt_large_avg_surprisal_phrase_l2,model_bert_large_avg_surprisal_phrase_ru,model_bert_large_avg_surprisal_literal,model_bert_large_avg_surprisal_phrase_l2
przed chwilą,PL,72.72727272727273,0.0,2.5734265734265733,1.0,3.547551500065477,4.235436667479969,0.256578947368421,0.3059210526315789,только что,5.742421627044678,11.35783863067627,15.594130992889404,0.0,0.0,27.850396871566772,5.663685321807861,10.691056251525879,13.231507301330566,0.059719085693359375,8.880007266998291,6.9222564697265625
před okamžikem,CS,44.44444444444444,0.0,2.8444444444444446,1.1925925925925926,3.4512891544135766,3.4833347633758907,0.1858552631578947,0.4572368421052631,только что,2.8825602531433105,10.954537868499756,22.832668781280518,12.299812316894531,20.332202911376953,35.534491539001465,2.9056739807128906,11.649056911468506,21.05496120452881,0.0030183792114257812,5.870911121368408,12.6576509475708
přesně tak,CS,70.83333333333334,0.0,3.284722222222222,1.8194444444444442,3.7540252063193167,3.892046206235505,0.2777777777777778,0.3289473684210526,именно что,8.612082719802856,12.031705379486084,15.257036209106445,12.244016170501709,20.785670280456543,29.63633918762207,8.204169750213623,12.573502540588379,14.948824882507324,5.08558464050293,10.979106426239014,16.732131958007812
s ohledem na,CS,50.0,0.0,1.4145454545454548,0.45272727272727276,3.3003397252635627,3.573476198877542,0.2421052631578947,0.2781954887218045,с учетом,3.7499446868896484,3.4855035146077475,11.21023146311442,0.0,0.0,21.207296053568523,3.6480507850646973,3.681942621866862,10.620657602945963,0.01781177520751953,0.6102120081583658,6.823619206746419
skoro ještě,CS,40.0,0.0,1.282962962962963,0.40444444444444444,4.0399318827177,3.8262832892404455,0.1081871345029239,0.2982456140350877,едва ли не,3.012028376261393,12.478442668914795,8.82479476928711,12.09739875793457,8.915940761566162,23.72575283050537,2.995060920715332,13.603326797485352,9.143643856048584,0.09460131327311198,14.464735507965088,2.7471208572387695
snad jen,CS,58.06451612903226,0.0,2.987903225806451,1.467741935483871,3.6785492130692736,3.038091660034304,0.368421052631579,0.2664473684210526,разве что,6.251633167266846,6.282908916473389,12.950164318084717,8.834954977035522,10.193868637084961,22.063499450683594,6.470640659332275,5.146481990814209,13.1548752784729,0.5927577018737793,1.3807544708251953,9.660813331604004
także i,PL,8.695652173913043,0.0,2.0917874396135265,0.9806763285024154,3.3087275488013126,3.316806735863574,0.1140350877192982,0.5855263157894737,еще и,1.3192052841186523,2.948923110961914,9.366625308990479,11.180104732513428,10.52167558670044,15.355846405029297,1.1285929679870605,2.2271652221679688,8.842042922973633,0.33811378479003906,2.3854384422302246,11.499117851257324
to mianowicie,PL,30.434782608695656,0.0,1.5495652173913044,0.5408695652173914,3.762528242142204,3.104260178493989,0.4736842105263158,0.430921052631579,именно что,3.586062431335449,7.548815727233887,14.16811466217041,0.0,0.0,26.513683557510376,3.2801241874694824,7.78672981262207,15.583778381347656,0.13289928436279297,6.5851969718933105,13.212862014770508
tym bardziej,PL,62.06896551724138,20.689655172413794,2.538793103448276,1.1724137931034482,3.56462674889562,4.103927152989476,0.1611842105263158,0.1198830409356725,тем более,4.620688438415527,6.8914713859558105,19.676156520843506,19.938984394073486,20.7662410736084,32.6702036857605,4.864341974258423,7.370549440383911,17.94449496269226,0.09484481811523438,8.06494140625,8.556106567382812
tímto způsobem,CS,52.94117647058824,5.88235294117647,2.782352941176471,1.0,3.9055118038219225,3.6045100456470345,0.1291866028708134,0.2521929824561403,таким образом,3.7976009845733643,5.042366027832031,24.12200689315796,21.01096487045288,17.96466851234436,31.508445978164673,3.154759407043457,5.46258544921875,27.115769863128662,0.11873531341552734,13.458106517791748,25.6739764213562
u boku,PL,85.0,5.0,1.9545454545454546,0.809090909090909,3.453685626833244,3.18715344228654,0.0578947368421052,0.3245614035087719,рядом с,1.7791929244995117,9.340840816497803,10.445766925811768,9.526239156723022,13.815581798553467,14.126939535140991,1.8390684127807617,8.37256145477295,9.682867527008057,0.3800773620605469,9.412779808044434,5.42424201965332
už vůbec,CS,32.25806451612903,0.0,2.0510752688172045,0.967741935483871,3.7531674461348654,3.8858514319640314,0.2171052631578947,0.2923976608187134,тем более,5.013753175735474,7.79431676864624,19.00299072265625,11.743616580963135,8.00107717514038,21.865489959716797,4.692138671875,8.27374005317688,17.28418493270874,0.053359031677246094,6.175359725952148,13.740837574005127
v blízkosti,CS,65.21739130434783,0.0,3.246376811594203,1.7681159420289854,3.3230960252472044,4.021801771690404,0.194078947368421,0.5614035087719298,рядом с,3.2906699180603027,6.131021022796631,13.95548152923584,9.256096124649048,15.27053713798523,22.745277643203735,3.667863130569458,6.180539131164551,13.898141384124756,4.852705955505371,5.41814661026001,10.335349559783936
v důsledku,CS,74.07407407407408,3.7037037037037033,1.985185185185185,0.8024691358024689,3.4994182100611786,3.143012861682143,0.2368421052631579,0.2184210526315789,в результате,1.8574872016906738,7.969920635223389,15.776472091674805,17.062395095825195,23.802785873413086,27.24650001525879,1.984208583831787,6.014150619506836,16.77719783782959,0.047702789306640625,1.6039562225341797,10.965913772583008
v jádru,CS,81.48148148148148,3.7037037037037033,3.314814814814815,1.9135802469135799,4.162720334358734,2.963354776074704,0.2105263157894736,0.2815789473684211,по существу,4.633207321166992,7.207413673400879,12.185508728027344,16.937544107437134,25.83471155166626,18.67915439605713,4.809878826141357,6.971922397613525,12.171934127807617,3.5548715591430664,5.616666316986084,9.77467155456543
v každém případě,CS,88.23529411764706,5.88235294117647,3.3193277310924367,1.596638655462185,3.3880738065042912,3.6078517544312425,0.0631578947368421,0.2175438596491228,во всяком случае,3.3349711100260415,7.320820490519206,17.085355758666992,17.150779247283936,22.69235070546468,25.68564494450887,2.941089312235514,7.916040102640788,13.651043891906738,1.3923953374226887,7.065343856811523,11.806925455729166
v odpověď,CS,77.77777777777779,11.11111111111111,2.7983539094650207,1.2263374485596705,3.2473289875055067,4.215675793135261,0.1052631578947368,0.3201754385964912,в ответ,3.7275261878967285,8.093599319458008,13.37747859954834,14.015460014343262,28.49803400039673,22.428366899490356,4.096273422241211,7.5767130851745605,12.959690570831299,2.4205918312072754,4.835183143615723,12.455646991729736
v platnost,CS,63.63636363636363,0.0,2.1818181818181817,1.053719008264463,3.5065620127332897,3.417621836875885,0.2593984962406015,0.5421052631578946,в силу,2.782102108001709,7.201135635375977,12.013771057128906,15.175449848175049,20.588940143585205,19.60905623435974,2.8540663719177246,7.518763542175293,11.36027717590332,0.11227989196777344,7.465890407562256,8.07961893081665
v podstatě,CS,52.94117647058824,0.0,2.2549019607843137,0.7215686274509804,3.688023928544683,3.188757624992902,0.1403508771929824,0.1900584795321637,в сущности,3.7950830459594727,8.450600862503052,14.600705623626709,23.22021770477295,17.50178098678589,21.89317798614502,4.801311016082764,7.990509510040283,14.074346542358398,0.6711859703063965,5.765747547149658,7.556135654449463
v tom okamžiku,CS,48.148148148148145,0.0,2.288065843621399,1.1604938271604939,3.4435714670505395,3.738728496176989,0.1619433198380567,0.8263157894736842,тут же,1.8811311721801758,6.8249203364054365,15.986922264099121,14.476481437683105,15.891823450724283,25.244996070861816,2.325425624847412,7.713239510854085,16.44519281387329,0.34773683547973633,1.3133684794108074,8.241048494974772
ve formě,CS,59.09090909090909,9.090909090909092,1.7393939393939393,0.7575757575757577,3.5468395331600773,3.6817444383897033,0.1929824561403508,0.4105263157894736,в виде,3.5231447219848633,5.456146001815796,11.039152145385742,13.581132411956787,13.736632585525513,19.20218563079834,3.5605010986328125,5.724569320678711,11.217159748077393,0.01009368896484375,3.340555191040039,10.864177703857422
všeho všudy,CS,58.333333333333336,0.0,3.85,1.8,3.5411484245825746,3.664423301640546,0.194078947368421,0.1798245614035087,всего-навсего,12.192315578460693,10.741578817367554,22.87178897857666,53.211819648742676,11.238838195800781,29.4287531375885,11.434773445129395,10.630655288696289,18.78841495513916,1.9977531433105469,11.816699266433716,10.717102527618408
w bok,PL,68.18181818181817,13.636363636363635,2.721590909090909,1.4545454545454546,3.5091859538170938,2.9634024998516884,0.1,0.3190789473684211,в сторону,2.601377487182617,6.274237155914307,10.135049819946289,20.753561973571777,19.87440538406372,16.956854343414307,2.0388107299804688,6.327282428741455,10.09489393234253,1.1442584991455078,5.035394668579102,9.268179416656494
w dodatku,PL,21.73913043478261,0.0,2.880434782608696,1.5217391304347827,3.1741851546504667,3.5047483431803204,0.2320574162679425,0.2218045112781954,к тому же,3.294581095377604,8.402395725250244,12.928725719451904,13.496551513671875,21.00467586517334,19.961294174194336,3.806080182393392,8.662932872772217,10.505817413330078,1.7115411758422852,4.629145622253418,8.316202163696289
w gruncie,PL,72.41379310344827,0.0,1.329310344827586,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,3.7961368560791016,7.721212069193522,16.8401198387146,22.539731979370117,18.78012291590373,19.204596996307373,3.7381372451782227,7.492508252461751,21.067373752593994,1.1168031692504883,7.2877655029296875,4.983546257019043
w każdym razie,PL,43.333333333333336,0.0,1.9222222222222223,1.0407407407407407,3.426276899519823,3.509344438027227,0.1484962406015038,0.2614035087719298,во всяком случае,3.3349711100260415,5.873898824055989,14.965201695760092,17.134616216023762,16.40748691558838,23.14274835586548,2.941089312235514,5.722210884094238,14.566139856974283,1.2108389536539714,4.675893783569336,7.476831436157227
w końcu,PL,90.0,70.0,1.3833333333333335,0.5533333333333333,3.1089651064995434,3.0340014378954345,0.0789473684210526,0.0526315789473684,в конце,2.224708080291748,4.682577133178711,8.775812149047852,13.293439865112305,15.100237846374512,17.05079746246338,2.2581253051757812,4.966502666473389,7.159913063049316,0.4705629348754883,0.4632902145385742,5.71895694732666
w odpowiedzi,PL,81.81818181818183,22.727272727272727,2.118181818181818,0.8212121212121211,3.1165265162096905,3.444936494145877,0.1809210526315789,0.4166666666666667,в ответ,5.022138595581055,10.53723669052124,15.260340690612793,11.488553047180176,26.95539903640747,31.759326934814453,5.029535293579102,11.440524101257324,8.962481021881104,0.006878852844238281,1.5602607727050781,7.346573352813721
w postaci,PL,80.0,15.0,1.5894736842105264,0.5526315789473685,3.082581547864051,3.3961274443554847,0.2293233082706766,0.4842105263157895,в виде,3.8837437629699707,7.952917098999023,10.400638103485107,16.624691009521484,17.851629734039307,19.83937096595764,3.448486328125,7.936939239501953,8.703462600708008,0.017362594604492188,5.398001194000244,9.484323024749756
w rezultacie czego,PL,4.545454545454546,0.0,2.16969696969697,0.7272727272727272,3.280557997526943,3.696203499088592,0.0827067669172932,0.2473684210526315,в результате,3.871546745300293,5.606757799784343,11.57580312093099,17.141505241394043,12.034965515136719,24.725529670715332,4.597513198852539,5.970888773600261,11.203531265258789,1.3377747535705566,3.957317034403483,5.0428466796875
w rzeczywistości,PL,31.818181818181817,0.0,2.303977272727273,0.8181818181818182,3.331323326004666,3.6248802731055374,0.2999999999999999,0.3263157894736842,по существу,3.4504752159118652,6.063748836517334,16.302874088287354,24.95893383026123,23.634501457214355,35.147215604782104,2.931814670562744,5.992371082305908,12.872501373291016,1.2964162826538086,3.918680191040039,10.131806373596191
w taki oto sposób,PL,36.666666666666664,13.333333333333334,1.939393939393939,0.8666666666666667,3.1412650449390864,3.824287369700712,0.2052631578947368,0.2478070175438596,таким образом,3.7976016998291016,5.208119710286458,11.127288341522217,20.942688465118408,14.864190419514975,19.996811389923096,3.154759407043457,4.952198028564453,11.33272409439087,0.042496681213378906,2.3540852864583335,8.580048322677612
w tym,PL,16.129032258064516,6.451612903225806,1.378136200716846,0.6379928315412187,3.4779915546874944,2.8931654600444165,0.1526315789473684,0.3447368421052631,в том числе,2.664783795674642,3.9957261085510254,6.064808368682861,15.564001083374023,18.238021850585938,13.942392826080322,2.3976109822591147,3.5943422317504883,4.433350563049316,0.0011723836263020833,4.116771221160889,1.5246829986572266
więc jednak,PL,45.83333333333333,0.0,4.125,2.475,3.1648199102700376,3.4850339092815696,0.283625730994152,0.6526315789473686,все же,6.0140252113342285,10.195175170898438,14.373693466186523,18.4762864112854,17.22117805480957,34.30715537071228,5.810113906860352,9.523319482803345,11.438713550567627,9.139465570449829,11.092093467712402,9.528961181640625
wszystko jedno,PL,77.27272727272727,9.090909090909092,1.6580086580086582,0.5367965367965368,3.991464976695114,3.696618333397017,0.4060150375939849,0.3519736842105263,все равно,1.9541773796081543,6.948523998260498,12.959588527679443,19.194976329803467,15.263933658599854,38.35509371757507,1.2111921310424805,5.632709503173828,12.041645050048828,0.15097522735595703,4.155642509460449,4.545706748962402
wygląda na to,PL,79.3103448275862,0.0,2.571428571428572,1.541871921182266,3.2062993077423543,3.1302939743804807,0.2605263157894736,0.291866028708134,судя по всему,2.8625685373942056,4.455857276916504,13.493510882059732,18.35024086634318,23.17940362294515,23.55815092722575,1.8583574295043945,3.4543396631876626,12.28912385304769,0.2867024739583333,4.019639650980632,9.612821261088053
z tego że,PL,36.666666666666664,0.0,1.065079365079365,0.5015873015873016,3.4852390692769304,3.3921537342626884,0.0756578947368421,0.1776315789473684,оттого что,2.7254748344421387,3.8622077306111655,6.825217564900716,21.25841522216797,13.903685887654623,18.277954896291096,2.840271472930908,4.458261807759603,5.42515500386556,1.0122318267822266,4.985864321390788,3.0139134724934897
z toho,CS,58.06451612903226,3.225806451612903,1.747311827956989,1.0510752688172043,3.26914931033922,3.2309610541299523,0.0526315789473684,0.3105263157894736,в том числе,1.0417598088582356,5.811470985412598,11.391072273254395,15.47676150004069,15.10778284072876,14.687519073486328,1.1360530853271484,6.359286308288574,8.15248966217041,0.014676411946614584,8.124088764190674,3.35538911819458
za účelem,CS,90.9090909090909,4.545454545454546,2.8831168831168834,1.6103896103896105,3.697745770283738,3.3752275177806697,0.3464912280701754,0.3114035087719298,с целью,5.460422039031982,7.906616687774658,14.61927843093872,15.49263858795166,14.362935066223145,18.836596488952637,5.4202656745910645,8.356085300445557,13.60436487197876,0.18158245086669922,9.468242168426514,8.255541801452637
zanim,PL,55.172413793103445,3.4482758620689653,2.270935960591133,1.6305418719211822,3.0219982591937544,2.619921496740816,0.0263157894736842,0.2807017543859649,прежде чем,2.571537494659424,4.034626007080078,10.488190650939941,25.93161630630493,15.029486656188965,28.81585693359375,3.0649027824401855,3.9768238067626953,10.747000694274902,0.00598907470703125,5.268028259277344,16.758480072021484
úplně jedno,CS,70.37037037037037,7.4074074074074066,3.0105820105820102,1.5132275132275135,3.56839905055446,3.667669106004906,0.2026315789473683,0.3157894736842105,все равно,4.890573024749756,11.46872615814209,22.463845252990723,18.714293003082275,16.211973190307617,31.533544063568115,4.996735095977783,11.494548320770264,17.757452487945557,3.670318603515625,12.292171478271484,19.30753803253174
či co,CS,32.0,0.0,2.708571428571429,1.3485714285714285,2.8740465004628386,3.640155992615201,0.3362573099415205,0.2421052631578947,что ли,2.060631275177002,4.283483028411865,10.24640941619873,0.0,0.0,22.35534930229187,1.9511985778808594,4.755918502807617,9.770122528076172,0.09897041320800781,0.9863109588623047,7.8337321281433105
čím více,CS,41.935483870967744,9.67741935483871,1.7593052109181142,0.8759305210918114,2.9438197625350626,3.1678122815265866,0.075187969924812,0.1546052631578947,чем больше,3.0902323722839355,3.9558563232421875,10.541158676147461,12.466443061828613,13.48859453201294,23.248976230621338,3.511009693145752,4.0549516677856445,9.332894086837769,2.0667800903320312,4.198163986206055,13.137809753417969
а то й,UK,95.23809523809523,47.61904761904761,2.238095238095238,1.0370370370370372,3.485519106303059,3.203034701912081,0.1578947368421052,0.1368421052631579,а то и,2.1089706420898438,4.685036023457845,4.339133580525716,0.0,0.0,0.0,1.77544371287028,5.203904151916504,3.1671365102132163,0.0417321523030599,4.700356801350911,1.737752914428711
а то і,BE,94.44444444444444,50.0,1.277777777777778,0.4,3.1878953589401715,3.2052461337069813,0.3631578947368421,0.3263157894736842,а то и,2.3368050257364907,4.983755429585774,2.2336228688557944,0.0,0.0,0.0,2.825383186340332,5.760592142740886,3.2279227574666343,1.9955310821533203,6.530054092407227,0.8489656448364258
ад таго што,BE,83.33333333333334,0.0,1.574074074074074,0.6265432098765432,3.2578231331574234,2.886588063774268,0.2392344497607656,0.194078947368421,оттого что,4.201873302459717,5.599209785461426,3.5258315404256186,15.579988241195679,12.436823209126791,15.687456766764322,4.11066198348999,6.510403633117676,2.9707444508870444,0.0661783218383789,3.524041175842285,0.23743057250976562
адным словам,BE,94.73684210526315,36.84210526315789,1.8421052631578947,0.7105263157894737,3.666206006170953,3.4694441489806045,0.0645933014354067,0.0645933014354067,одним словом,5.817691326141357,7.544104814529419,7.365752458572388,19.848414421081543,20.62140655517578,23.131943941116333,4.4694154262542725,7.482606410980225,7.10325288772583,0.9648442268371582,6.163736343383789,7.806912422180176
аж до,UK,84.375,6.25,1.5703125,0.578125,2.7859951777819383,2.791214731006696,0.2543859649122806,0.3270676691729323,вплоть до,4.186313152313232,7.874621391296387,4.450401306152344,8.685239791870117,7.7375407218933105,7.303927898406982,3.2447824478149414,7.574462890625,5.0061492919921875,0.7819557189941406,5.606268882751465,2.177530288696289
але ж,UK,66.66666666666666,0.0,1.9183673469387759,0.8809523809523812,3.637235572134124,3.2585386642198526,0.3618421052631579,0.2368421052631578,да ведь,4.2931976318359375,3.254704475402832,4.5001420974731445,12.633799314498901,13.556668758392334,13.171356678009033,4.403804779052734,3.2713522911071777,4.834809303283691,4.688869953155518,7.038228988647461,7.2016119956970215
але не,BE,83.33333333333334,0.0,2.6904761904761902,1.5,2.907664353001697,3.1918232945352742,0.2842105263157894,0.3245614035087719,хотя и,6.19125509262085,14.340679407119751,11.107029914855957,20.307292938232422,16.877299308776855,16.84226393699646,5.763423442840576,13.519978284835815,10.229763984680176,0.13289928436279297,8.756669044494629,4.2835752964019775
амаль што,BE,50.0,3.125,1.4302884615384612,0.4627403846153847,3.480241599768326,2.962411925076335,0.2368421052631578,0.2796052631578947,почти что,5.66401743888855,6.596077919006348,5.234638214111328,0.0,0.0,0.0,5.2417192459106445,6.098007678985596,6.08690881729126,4.144356727600098,4.558952808380127,2.0452489852905273
без друго,BG,44.0,0.0,1.2676923076923077,0.4461538461538461,3.4160988257554594,3.379735023326441,0.1289473684210526,0.2684210526315789,не иначе как,4.987526098887126,8.960138320922852,11.216070652008057,8.259708722432455,9.171440601348877,13.269301414489746,4.657505353291829,10.504009246826172,11.77507209777832,2.727433522542318,14.46145248413086,8.81348705291748
в будь-якому випадку,UK,66.66666666666666,0.0,2.007936507936508,0.775132275132275,3.36606770449065,3.749336719389087,0.2631578947368421,0.2842105263157894,во всяком случае,2.7206570307413735,6.835577328999837,8.463838259379068,20.056542078653973,28.344228744506836,0.0,2.7883731524149575,7.221469879150391,5.064313252766927,0.12413533528645833,2.9159234364827475,1.2901541392008464
в края на,BG,77.27272727272727,18.181818181818183,2.1538461538461537,0.7517482517482518,2.8912028430076684,3.190057163632868,0.2744360902255639,0.2894736842105263,в конце,2.83090877532959,7.073436260223389,2.6030098597208657,12.002885341644287,12.700191020965576,10.347005844116211,1.8115463256835938,6.9762468338012695,2.765046755472819,0.5068159103393555,5.547848224639893,4.992950439453125
в отговор,BG,89.47368421052632,36.84210526315789,3.4421052631578943,1.5894736842105264,3.2582763322041632,3.675225130513056,0.1217105263157894,0.2587719298245614,в ответ,4.899008274078369,11.076969146728516,6.8780858516693115,14.035579681396484,28.691949367523193,19.312151432037354,4.308307647705078,11.45909833908081,7.4199535846710205,0.061771392822265625,7.2079010009765625,10.681697368621826
в резултат,BG,94.73684210526315,73.68421052631578,1.1578947368421053,0.3612440191387559,3.940359895531629,2.9928302770127875,0.2593984962406015,0.1,в результате,1.24953031539917,8.073191165924072,5.567904472351074,14.073692321777344,19.487071990966797,0.0,0.941185474395752,8.79705810546875,6.129364967346191,0.016223907470703125,5.593022346496582,7.451406955718994
в результаті,UK,100.0,64.28571428571429,1.3673469387755102,0.4013605442176871,3.611378628491283,3.3358047919932363,0.3496240601503759,0.0552631578947368,в результате,1.1346282958984375,8.341596126556396,7.009202480316162,14.643209457397461,20.475011825561523,15.03499436378479,1.0254631042480469,8.979321956634521,5.411868572235107,0.01757049560546875,5.431944370269775,0.34618377685546875
в същност,BG,94.5945945945946,64.86486486486487,1.2187902187902186,0.4478764478764478,3.150403703944109,2.6245325233234444,0.0855263157894736,0.131578947368421,в сущности,5.110237121582031,7.74054479598999,10.162651538848877,20.82389545440674,18.624589204788208,32.149582386016846,4.746209621429443,7.031326770782471,11.822815656661987,3.59039306640625,12.288620471954346,11.48414134979248
в това число,BG,95.65217391304348,47.82608695652174,1.8668478260869565,0.6304347826086957,3.5232626131643245,3.253959920313094,0.2532894736842105,0.2236842105263158,в том числе,0.8004035949707031,4.646283149719238,4.452506383260091,13.013526916503906,10.401558558146158,11.894566535949707,0.5768610636393229,4.923297882080078,3.6892407735188804,0.008862177530924479,4.496201833089192,5.948626518249512
в тому числі,UK,100.0,90.47619047619048,1.1077694235588973,0.4711779448621554,3.496823662918847,3.581444225704152,0.2467105263157895,0.181578947368421,в том числе,1.5802001953125,5.904831886291504,2.524052619934082,0.0,0.0,0.0,1.2540953954060872,4.879729270935059,1.903328577677409,0.008651097615559896,4.463644663492839,0.3033154805501302
в істоті,UK,85.71428571428571,4.761904761904762,2.161904761904762,0.9714285714285712,3.1582208826614044,3.1697425895021683,0.2456140350877192,0.1725146198830409,в сущности,2.575512409210205,8.057794570922852,9.362844944000244,21.718414306640625,28.382368564605713,26.49739122390747,2.0276741981506348,8.30701494216919,8.339049816131592,0.35715293884277344,2.8553900718688965,2.5559544563293457
все едно,BG,55.00000000000001,25.0,2.314285714285714,1.1142857142857143,2.839434054444693,3.038172320960674,0.0676691729323308,0.1381578947368421,все равно,3.694967746734619,6.085248947143555,9.402373313903809,11.971148490905762,8.482270956039429,0.0,3.363253116607666,6.143688678741455,9.939038276672363,0.27346324920654297,4.714762210845947,11.214868545532227
все ж,UK,95.0,60.0,1.5777777777777777,0.5361111111111111,3.710635856284594,2.9859929367243168,0.2105263157894736,0.1578947368421052,все же,4.1713128089904785,6.796330451965332,6.225687503814697,11.599332809448242,10.098508834838867,9.619811058044434,4.7087931632995605,7.63765811920166,6.54240083694458,0.3179950714111328,10.644640445709229,0.19071006774902344
все одно,UK,64.28571428571429,10.714285714285714,1.8,0.6119047619047618,3.1165118022193816,2.9983613873646493,0.0827067669172932,0.1809210526315789,все равно,2.2422032356262207,4.503075122833252,6.166131496429443,15.454753398895264,12.274579524993896,10.497406482696533,1.7392702102661133,2.929438591003418,4.214900016784668,0.2157430648803711,2.2973995208740234,0.44185733795166016
все пак,BG,88.0,0.0,2.57,1.04,2.997523885240206,3.246400218052937,0.2105263157894736,0.1631578947368421,все же,6.718239784240723,10.034425020217896,12.856396913528442,13.8884756565094,12.738079071044922,14.945852041244507,7.020071029663086,10.107911825180054,13.92181944847107,4.634644508361816,12.547641277313232,14.5665123462677
встрани,BG,78.94736842105263,5.263157894736842,4.7368421052631575,2.486842105263158,2.543663000896641,3.2777400712999523,0.0112781954887218,0.1085526315789473,в сторону,1.120718002319336,11.352885246276855,29.295331954956055,19.349708557128906,16.71727418899536,40.08345699310303,1.4324522018432617,12.803676128387451,21.946505546569824,0.4529390335083008,13.062911033630371,18.985392570495605
във вид на,BG,61.904761904761905,0.0,1.8571428571428572,0.7841269841269842,3.4591197063857506,4.009020266470063,0.4210526315789473,0.3947368421052631,в виде,2.197148323059082,3.734792709350586,5.760515530904134,16.300460815429688,12.90250301361084,13.924211661020914,1.7124810218811035,4.147104263305664,6.411297798156738,0.05999946594238281,3.4867005348205566,8.072430292765299
във всеки случай,BG,94.5945945945946,27.027027027027028,2.574324324324324,1.4560810810810814,3.502228743001642,3.444387149174102,0.1165413533834586,0.1385964912280702,во всяком случае,3.334972381591797,5.478110313415527,9.98256810506185,16.593230088551838,16.779640833536785,22.539303143819172,2.941089312235514,4.90231196085612,12.458696206410727,1.4283030827840169,5.959376970926921,12.57219648361206
въпреки че,BG,47.61904761904761,9.523809523809524,2.3412698412698414,0.9047619047619048,3.316355674689515,3.155085663454723,0.1267942583732057,0.2526315789473684,несмотря на,3.5902557373046875,8.003669738769531,12.705213785171509,17.730220794677734,20.969224452972412,26.61476182937622,4.816471099853516,7.377326250076294,12.161823511123657,2.02297306060791,7.942573070526123,9.691288948059082
від того що,UK,90.47619047619048,0.0,2.6476190476190475,1.2285714285714286,3.410408092232665,2.924714090154693,0.2751196172248804,0.3322368421052631,оттого что,2.8938684463500977,5.2228647867838545,3.8699070612589517,16.189416885375977,12.52170960108439,22.150903065999348,2.283590316772461,5.389940579732259,3.9580841064453125,0.1491250991821289,3.8118813832600913,0.12472852071126302
да гэтай пары,BE,46.15384615384615,3.8461538461538463,1.9065934065934067,0.7637362637362635,3.2284719808044446,3.6608784323993455,0.081578947368421,0.256578947368421,до сих пор,2.0795539220174155,4.280654271443685,9.109763781229654,13.294113794962565,12.26219654083252,17.920596440633137,2.196798324584961,4.333037376403809,9.012272198994955,0.4727274576822917,3.8955151240030923,3.8893553415934243
дето се вика,BG,77.77777777777779,0.0,2.7673611111111116,1.572916666666667,2.9937170248117075,2.8777514663176165,0.2076023391812865,0.180161943319838,что называется,5.517680644989014,6.066567420959473,12.212337176005045,17.85743808746338,19.35341739654541,18.770239512125652,4.889657020568848,6.12040376663208,10.077277024586996,3.144347667694092,10.539273500442505,10.223616123199463
дзеля бога,BE,94.73684210526315,0.0,2.7236842105263164,1.0855263157894737,3.2172519037296774,2.730151630062012,0.2481203007518796,0.1907894736842105,ради Бога,5.640244483947754,5.679162502288818,9.85087275505066,18.458346605300903,17.672390699386597,20.642003774642944,6.144607067108154,5.610923767089844,9.917588710784912,0.47067737579345703,5.843634605407715,5.290323734283447
до сих пір,UK,100.0,78.57142857142857,1.169172932330827,0.4360902255639098,3.213788560603523,3.5469453032660887,0.1374269005847953,0.0559210526315789,до сих пор,2.6881589889526367,4.380604108174642,7.8521073659261065,14.507403691609701,13.139748573303223,17.18084716796875,2.3477160135904946,4.092316309611003,5.488505522410075,0.0008405049641927084,1.9113267262776692,0.7409642537434896
добре де,BG,36.0,0.0,1.8285714285714285,0.8342857142857143,3.094411934096304,3.3388687803605723,0.2269736842105263,0.2030075187969924,да ладно,5.776824474334717,4.109954833984375,9.73975658416748,17.417349338531494,17.960623264312744,20.74076557159424,5.810733318328857,3.6657307147979736,9.859036445617676,1.4915828704833984,2.8524370193481445,6.717944383621216
досега,BG,84.21052631578947,47.368421052631575,1.4131578947368422,0.4,3.3339514250897104,3.1989488564100226,0.2017543859649122,0.1710526315789473,до сих пор,1.943299929300944,7.496781349182129,9.738924980163574,14.064454396565756,10.7265043258667,0.0,1.9548622767130535,7.336319446563721,13.159941673278809,0.06973520914713542,6.1876983642578125,20.429701805114746
ды годзе,BE,93.75,9.375,2.6640625,1.375,3.128497929185375,3.767988706270086,0.2105263157894737,0.1240601503759398,да ладно,5.776824951171875,7.20089054107666,10.90022611618042,17.459839820861816,16.855635007222492,21.66589117050171,5.810733318328857,7.8180437088012695,11.527852058410645,1.4081897735595703,5.272669792175293,11.073936939239502
ды зусім,BE,33.33333333333333,0.0,2.277777777777778,1.101010101010101,3.270636867865145,3.3777630556729425,0.1151315789473684,0.368421052631579,да ведь,4.990597248077393,7.07835578918457,9.109983921051025,11.350876808166504,12.067246913909912,23.257246732711792,4.293493747711182,7.289988040924072,8.700379848480225,0.7337117195129395,5.252455711364746,2.422029972076416
